secs,4 12:28+3&gt;1,4 12:34+20&gt;2,4 14:24+65&gt;2,4 17:43+1&gt;2,9c+ 18:19+1&gt;13,9c+ 18:20+0&gt;6
1793,NaN,NaN,0.57,NaN,NaN,NaN
1793.5,NaN,NaN,0.60,NaN,NaN,NaN
1794,NaN,NaN,0.59,NaN,NaN,NaN
1794.5,NaN,NaN,0.57,NaN,NaN,NaN
1795,NaN,NaN,0.56,NaN,NaN,NaN
1795.5,NaN,NaN,0.54,NaN,NaN,NaN
1796,NaN,NaN,0.54,NaN,NaN,NaN
1796.5,NaN,NaN,0.51,NaN,NaN,NaN
1797,NaN,NaN,0.48,NaN,NaN,NaN
1797.5,NaN,NaN,0.46,NaN,NaN,NaN
1798,NaN,NaN,0.41,NaN,NaN,NaN
1798.5,NaN,NaN,0.38,NaN,NaN,NaN
1799,NaN,NaN,0.42,NaN,NaN,NaN
1799.5,NaN,NaN,0.46,NaN,NaN,NaN
1800,NaN,NaN,0.49,NaN,NaN,NaN
1800.5,NaN,NaN,0.51,NaN,NaN,NaN
1801,NaN,NaN,0.55,NaN,NaN,NaN
1801.5,NaN,NaN,0.60,NaN,NaN,NaN
1802,NaN,NaN,0.68,NaN,NaN,NaN
1802.5,NaN,NaN,0.70,NaN,NaN,NaN
1803,NaN,NaN,0.75,NaN,NaN,NaN
1803.5,NaN,NaN,0.80,NaN,NaN,NaN
1804,NaN,NaN,0.85,NaN,NaN,NaN
1804.5,NaN,NaN,0.90,NaN,NaN,NaN
1805,NaN,NaN,0.92,NaN,NaN,NaN
1805.5,NaN,NaN,0.91,NaN,NaN,NaN
1806,NaN,NaN,0.87,NaN,NaN,NaN
1806.5,NaN,NaN,0.82,NaN,NaN,NaN
1807,NaN,NaN,0.79,NaN,NaN,NaN
1807.5,NaN,NaN,0.74,NaN,NaN,NaN
1808,NaN,NaN,0.69,NaN,NaN,NaN
1808.5,NaN,NaN,0.64,NaN,NaN,NaN
1809,NaN,NaN,0.60,NaN,NaN,NaN
1809.5,NaN,NaN,0.59,NaN,NaN,NaN
1810,NaN,NaN,0.56,NaN,NaN,NaN
1810.5,NaN,NaN,0.52,NaN,NaN,NaN
1811,NaN,NaN,0.48,NaN,NaN,NaN
1811.5,NaN,NaN,0.39,NaN,NaN,NaN
1812,NaN,NaN,0.32,NaN,NaN,NaN
1812.5,NaN,NaN,0.19,NaN,NaN,NaN
1813,NaN,NaN,0.08,NaN,NaN,NaN
1824.5,NaN,NaN,0.01,NaN,NaN,NaN
1825,NaN,NaN,0.06,NaN,NaN,NaN
1825.5,NaN,NaN,0.10,NaN,NaN,NaN
1826,NaN,NaN,0.22,NaN,NaN,NaN
1826.5,NaN,NaN,0.29,NaN,NaN,NaN
1827,NaN,NaN,0.35,NaN,NaN,NaN
1827.5,NaN,NaN,0.38,NaN,NaN,NaN
1828,NaN,NaN,0.38,NaN,NaN,NaN
1828.5,NaN,NaN,0.40,NaN,NaN,NaN
1829,NaN,NaN,0.42,NaN,NaN,NaN
1829.5,NaN,NaN,0.46,NaN,NaN,NaN
1830,NaN,NaN,0.50,NaN,NaN,NaN
1830.5,NaN,NaN,0.51,NaN,NaN,NaN
1831,NaN,NaN,0.54,NaN,NaN,NaN
1831.5,NaN,NaN,0.57,NaN,NaN,NaN
1832,NaN,NaN,0.59,NaN,NaN,NaN
1832.5,NaN,NaN,0.60,NaN,NaN,NaN
1833,NaN,NaN,0.60,NaN,NaN,NaN
1833.5,NaN,NaN,0.63,NaN,NaN,NaN
1834,NaN,NaN,0.67,NaN,NaN,NaN
1834.5,NaN,NaN,0.71,NaN,NaN,NaN
1835,NaN,NaN,0.72,NaN,NaN,NaN
1835.5,NaN,NaN,0.73,NaN,NaN,NaN
1836,NaN,NaN,0.71,NaN,NaN,NaN
1836.5,NaN,NaN,0.69,NaN,NaN,NaN
1837,NaN,NaN,0.70,NaN,NaN,NaN
1837.5,NaN,NaN,0.70,NaN,NaN,NaN
1838,NaN,NaN,0.69,NaN,NaN,NaN
1838.5,NaN,NaN,0.68,NaN,NaN,NaN
1839,NaN,NaN,0.67,NaN,NaN,NaN
1839.5,NaN,NaN,0.68,NaN,NaN,NaN
1840,NaN,NaN,0.68,NaN,NaN,NaN
1840.5,NaN,NaN,0.66,NaN,NaN,NaN
1841,NaN,NaN,0.63,NaN,NaN,NaN
1841.5,NaN,NaN,0.63,NaN,NaN,NaN
1842,NaN,NaN,0.59,NaN,NaN,NaN
1842.5,NaN,NaN,0.57,NaN,NaN,NaN
1843,NaN,NaN,0.56,NaN,NaN,NaN
1843.5,NaN,NaN,0.52,NaN,NaN,NaN
1844,NaN,NaN,0.49,NaN,NaN,NaN
1844.5,NaN,NaN,0.43,NaN,NaN,NaN
1845,NaN,NaN,0.41,NaN,NaN,NaN
1845.5,NaN,NaN,0.38,NaN,NaN,NaN
1846,NaN,NaN,0.36,NaN,NaN,NaN
1846.5,NaN,NaN,0.34,NaN,NaN,NaN
1847,NaN,NaN,0.35,NaN,NaN,NaN
1847.5,NaN,NaN,0.34,NaN,NaN,NaN
1848,NaN,NaN,0.34,NaN,NaN,NaN
1848.5,NaN,NaN,0.37,NaN,NaN,NaN
1849,NaN,NaN,0.37,NaN,NaN,NaN
1849.5,NaN,NaN,0.37,NaN,NaN,NaN
1850,NaN,NaN,0.39,NaN,NaN,NaN
1850.5,NaN,NaN,0.40,NaN,NaN,NaN
1851,NaN,NaN,0.41,NaN,NaN,NaN
1851.5,NaN,NaN,0.45,NaN,NaN,NaN
1852,NaN,NaN,0.44,NaN,NaN,NaN
1852.5,NaN,NaN,0.44,NaN,NaN,NaN
1853,NaN,NaN,0.44,NaN,NaN,NaN
1853.5,NaN,NaN,0.42,NaN,NaN,NaN
1854,NaN,NaN,0.40,NaN,NaN,NaN
1854.5,NaN,NaN,0.39,NaN,NaN,NaN
1855,NaN,NaN,0.40,NaN,NaN,NaN
1855.5,NaN,NaN,0.41,NaN,NaN,NaN
1856,NaN,NaN,0.45,NaN,NaN,NaN
1856.5,NaN,NaN,0.50,NaN,NaN,NaN
1857,NaN,NaN,0.53,NaN,NaN,NaN
1857.5,NaN,NaN,0.55,NaN,NaN,NaN
1858,NaN,NaN,0.60,NaN,NaN,NaN
1858.5,NaN,NaN,0.64,NaN,NaN,NaN
1859,NaN,NaN,0.69,NaN,NaN,NaN
1859.5,NaN,NaN,0.75,NaN,NaN,NaN
1860,NaN,NaN,0.78,NaN,NaN,NaN
1860.5,NaN,NaN,0.82,NaN,NaN,NaN
1861,NaN,NaN,0.86,NaN,NaN,NaN
1861.5,NaN,NaN,0.86,NaN,NaN,NaN
1862,NaN,NaN,0.88,NaN,NaN,NaN
1862.5,NaN,NaN,0.90,NaN,NaN,NaN
1863,NaN,NaN,0.92,NaN,NaN,NaN
1863.5,NaN,NaN,0.92,NaN,NaN,NaN
1864,NaN,NaN,0.91,NaN,NaN,NaN
1864.5,NaN,NaN,0.91,NaN,NaN,NaN
1865,NaN,NaN,0.88,NaN,NaN,NaN
1865.5,NaN,NaN,0.85,NaN,NaN,NaN
1866,NaN,NaN,0.83,NaN,NaN,NaN
1866.5,NaN,NaN,0.81,NaN,NaN,NaN
1867,NaN,NaN,0.80,NaN,NaN,NaN
1867.5,NaN,NaN,0.78,NaN,NaN,NaN
1868,NaN,NaN,0.75,NaN,NaN,NaN
1868.5,NaN,NaN,0.72,NaN,NaN,NaN
1869,NaN,NaN,0.68,NaN,NaN,NaN
1869.5,NaN,NaN,0.66,NaN,NaN,NaN
1870,NaN,NaN,0.65,NaN,NaN,NaN
1870.5,NaN,NaN,0.62,NaN,NaN,NaN
1871,NaN,NaN,0.60,NaN,NaN,NaN
1871.5,NaN,NaN,0.59,NaN,NaN,NaN
1872,NaN,NaN,0.60,NaN,NaN,NaN
1872.5,NaN,NaN,0.59,NaN,NaN,NaN
1873,NaN,NaN,0.61,NaN,NaN,NaN
1873.5,NaN,NaN,0.59,NaN,NaN,NaN
1874,NaN,NaN,0.58,NaN,NaN,NaN
1874.5,NaN,NaN,0.58,NaN,NaN,NaN
1875,NaN,NaN,0.57,NaN,NaN,NaN
1875.5,NaN,NaN,0.58,NaN,NaN,NaN
1876,NaN,NaN,0.57,NaN,NaN,NaN
1876.5,NaN,NaN,0.56,NaN,NaN,NaN
1877,NaN,NaN,0.57,NaN,NaN,NaN
1877.5,NaN,NaN,0.57,NaN,NaN,NaN
1878,NaN,NaN,0.56,NaN,NaN,NaN
1878.5,NaN,NaN,0.56,NaN,NaN,NaN
1879,NaN,NaN,0.55,NaN,NaN,NaN
1879.5,NaN,NaN,0.55,NaN,NaN,NaN
1880,NaN,NaN,0.51,NaN,NaN,NaN
1880.5,NaN,NaN,0.51,NaN,NaN,NaN
1881,NaN,NaN,0.48,NaN,NaN,NaN
1881.5,NaN,NaN,0.45,NaN,NaN,NaN
1882,NaN,NaN,0.44,NaN,NaN,NaN
1882.5,NaN,NaN,0.41,NaN,NaN,NaN
1883,NaN,NaN,0.39,NaN,NaN,NaN
1883.5,NaN,NaN,0.39,NaN,NaN,NaN
1884,NaN,NaN,0.39,NaN,NaN,NaN
1884.5,NaN,NaN,0.36,NaN,NaN,NaN
1885,NaN,NaN,0.38,NaN,NaN,NaN
1885.5,NaN,NaN,0.36,NaN,NaN,NaN
1886,NaN,NaN,0.37,NaN,NaN,NaN
1886.5,NaN,NaN,0.39,NaN,NaN,NaN
1887,NaN,NaN,0.44,NaN,NaN,NaN
1887.5,NaN,NaN,0.46,NaN,NaN,NaN
1888,NaN,NaN,0.51,NaN,NaN,NaN
1888.5,NaN,NaN,0.56,NaN,NaN,NaN
1889,NaN,NaN,0.58,NaN,NaN,NaN
1889.5,NaN,NaN,0.63,NaN,NaN,NaN
1890,NaN,NaN,0.66,NaN,NaN,NaN
1890.5,NaN,NaN,0.70,NaN,NaN,NaN
1891,NaN,NaN,0.69,NaN,NaN,NaN
1891.5,NaN,NaN,0.69,NaN,NaN,NaN
1892,NaN,NaN,0.72,NaN,NaN,NaN
1892.5,NaN,NaN,0.74,NaN,NaN,NaN
1893,NaN,NaN,0.74,NaN,NaN,NaN
1893.5,NaN,NaN,0.74,NaN,NaN,NaN
1894,NaN,NaN,0.73,NaN,NaN,NaN
1894.5,NaN,NaN,0.72,NaN,NaN,NaN
1895,NaN,NaN,0.73,NaN,NaN,NaN
1895.5,NaN,NaN,0.72,NaN,NaN,NaN
1896,NaN,NaN,0.73,NaN,NaN,NaN
1896.5,NaN,NaN,0.74,NaN,NaN,NaN
1897,NaN,NaN,0.73,NaN,NaN,NaN
1897.5,NaN,NaN,0.70,NaN,NaN,NaN
1898,NaN,NaN,0.70,NaN,NaN,NaN
1898.5,NaN,NaN,0.69,NaN,NaN,NaN
1899,NaN,NaN,0.68,NaN,NaN,NaN
1899.5,NaN,NaN,0.68,NaN,NaN,NaN
1900,NaN,NaN,0.69,NaN,NaN,NaN
1900.5,NaN,NaN,0.72,NaN,NaN,NaN
1901,NaN,NaN,0.75,NaN,NaN,NaN
1901.5,NaN,NaN,0.76,NaN,NaN,NaN
1902,NaN,NaN,0.79,NaN,NaN,NaN
1902.5,NaN,NaN,0.82,NaN,NaN,NaN
1903,NaN,NaN,0.82,NaN,NaN,NaN
1903.5,NaN,NaN,0.82,NaN,NaN,NaN
1904,NaN,NaN,0.82,NaN,NaN,NaN
1904.5,NaN,NaN,0.83,NaN,NaN,NaN
1905,NaN,NaN,0.80,NaN,NaN,NaN
1905.5,NaN,NaN,0.79,NaN,NaN,NaN
1906,NaN,NaN,0.77,NaN,NaN,NaN
1906.5,NaN,NaN,0.77,NaN,NaN,NaN
1907,NaN,NaN,0.76,NaN,NaN,NaN
1907.5,NaN,NaN,0.73,NaN,NaN,NaN
1908,NaN,NaN,0.73,NaN,NaN,NaN
1908.5,NaN,NaN,0.73,NaN,NaN,NaN
1909,NaN,NaN,0.70,NaN,NaN,NaN
1909.5,NaN,NaN,0.70,NaN,NaN,NaN
1910,NaN,NaN,0.72,NaN,NaN,NaN
1910.5,NaN,NaN,0.74,NaN,NaN,NaN
1911,NaN,NaN,0.74,NaN,NaN,NaN
1911.5,NaN,NaN,0.75,NaN,NaN,NaN
1912,NaN,NaN,0.78,NaN,NaN,NaN
1912.5,NaN,NaN,0.78,NaN,NaN,NaN
1913,NaN,NaN,0.83,NaN,NaN,NaN
1913.5,NaN,NaN,0.80,NaN,NaN,NaN
1914,NaN,NaN,0.79,NaN,NaN,NaN
1914.5,NaN,NaN,0.75,NaN,NaN,NaN
1915,NaN,NaN,0.72,NaN,NaN,NaN
1915.5,NaN,NaN,0.66,NaN,NaN,NaN
1916,NaN,NaN,0.60,NaN,NaN,NaN
1916.5,NaN,NaN,0.55,NaN,NaN,NaN
1917,NaN,NaN,0.54,NaN,NaN,NaN
1917.5,NaN,NaN,0.52,NaN,NaN,NaN
1918,NaN,NaN,0.47,NaN,NaN,NaN
1918.5,NaN,NaN,0.43,NaN,NaN,NaN
1919,NaN,NaN,0.42,NaN,NaN,NaN
1919.5,NaN,NaN,0.43,NaN,NaN,NaN
1920,NaN,NaN,0.45,NaN,NaN,NaN
1920.5,NaN,NaN,0.43,NaN,NaN,NaN
1921,NaN,NaN,0.43,NaN,NaN,NaN
1921.5,NaN,NaN,0.43,NaN,NaN,NaN
1922,NaN,NaN,0.41,NaN,NaN,NaN
1922.5,NaN,NaN,0.40,NaN,NaN,NaN
1923,NaN,NaN,0.37,NaN,NaN,NaN
1923.5,NaN,NaN,0.32,NaN,NaN,NaN
1924,NaN,NaN,0.32,NaN,NaN,NaN
1924.5,NaN,NaN,0.32,NaN,NaN,NaN
1925,NaN,NaN,0.31,NaN,NaN,NaN
1925.5,NaN,NaN,0.29,NaN,NaN,NaN
1926,NaN,NaN,0.29,NaN,NaN,NaN
1926.5,NaN,NaN,0.30,NaN,NaN,NaN
1927,NaN,NaN,0.29,NaN,NaN,NaN
1927.5,NaN,NaN,0.29,NaN,NaN,NaN
1928,NaN,NaN,0.32,NaN,NaN,NaN
1928.5,NaN,NaN,0.32,NaN,NaN,NaN
1929,NaN,NaN,0.31,NaN,NaN,NaN
1929.5,NaN,NaN,0.29,NaN,NaN,NaN
1930,NaN,NaN,0.24,NaN,NaN,NaN
1930.5,NaN,NaN,0.21,NaN,NaN,NaN
1931,NaN,NaN,0.20,NaN,NaN,NaN
1931.5,NaN,NaN,0.19,NaN,NaN,NaN
1932,NaN,NaN,0.18,NaN,NaN,NaN
1932.5,NaN,NaN,0.15,NaN,NaN,NaN
1933,NaN,NaN,0.13,NaN,NaN,NaN
1933.5,NaN,NaN,0.10,NaN,NaN,NaN
1934,NaN,NaN,0.07,NaN,NaN,NaN
1934.5,NaN,NaN,0.06,NaN,NaN,NaN
1935,NaN,NaN,0.04,NaN,NaN,NaN
1935.5,NaN,NaN,0.04,NaN,NaN,NaN
1936,NaN,NaN,0.02,NaN,NaN,NaN
1939.5,NaN,NaN,-0.00,NaN,NaN,NaN
1940,NaN,NaN,0.03,NaN,NaN,NaN
1940.5,NaN,NaN,0.07,NaN,NaN,NaN
1941,NaN,NaN,0.11,NaN,NaN,NaN
1941.5,NaN,NaN,0.15,NaN,NaN,NaN
1942,NaN,NaN,0.17,NaN,NaN,NaN
1942.5,NaN,NaN,0.19,NaN,NaN,NaN
1943,NaN,NaN,0.21,NaN,NaN,NaN
1943.5,NaN,NaN,0.24,NaN,NaN,NaN
1944,NaN,NaN,0.29,NaN,NaN,NaN
1944.5,NaN,NaN,0.32,NaN,NaN,NaN
1945,NaN,NaN,0.41,NaN,NaN,NaN
1945.5,NaN,NaN,0.49,NaN,NaN,NaN
1946,NaN,NaN,0.55,NaN,NaN,NaN
1946.5,NaN,NaN,0.59,NaN,NaN,NaN
1947,NaN,NaN,0.60,NaN,NaN,NaN
1947.5,NaN,NaN,0.64,NaN,NaN,NaN
1948,NaN,NaN,0.65,NaN,NaN,NaN
1948.5,NaN,NaN,0.65,NaN,NaN,NaN
1949,NaN,NaN,0.66,NaN,NaN,NaN
1949.5,NaN,NaN,0.66,NaN,NaN,NaN
1950,NaN,NaN,0.67,NaN,NaN,NaN
1950.5,NaN,NaN,0.67,NaN,NaN,NaN
1951,NaN,NaN,0.68,NaN,NaN,NaN
1951.5,NaN,NaN,0.70,NaN,NaN,NaN
1952,NaN,NaN,0.71,NaN,NaN,NaN
1952.5,NaN,NaN,0.71,NaN,NaN,NaN
1953,NaN,NaN,0.69,NaN,NaN,NaN
1953.5,NaN,NaN,0.68,NaN,NaN,NaN
1954,NaN,NaN,0.67,NaN,NaN,NaN
1954.5,NaN,NaN,0.64,NaN,NaN,NaN
1955,NaN,NaN,0.62,NaN,NaN,NaN
1955.5,NaN,NaN,0.59,NaN,NaN,NaN
1956,NaN,NaN,0.56,NaN,NaN,NaN
1956.5,NaN,NaN,0.56,NaN,NaN,NaN
1957,NaN,NaN,0.54,NaN,NaN,NaN
1957.5,NaN,NaN,0.54,NaN,NaN,NaN
1958,NaN,NaN,0.56,NaN,NaN,NaN
1958.5,NaN,NaN,0.58,NaN,NaN,NaN
1959,NaN,NaN,0.60,NaN,NaN,NaN
1959.5,NaN,NaN,0.62,NaN,NaN,NaN
1960,NaN,NaN,0.65,NaN,NaN,NaN
1960.5,NaN,NaN,0.66,NaN,NaN,NaN
1961,NaN,NaN,0.66,NaN,NaN,NaN
1961.5,NaN,NaN,0.65,NaN,NaN,NaN
1962,NaN,NaN,0.64,NaN,NaN,NaN
1962.5,NaN,NaN,0.60,NaN,NaN,NaN
1963,NaN,NaN,0.57,NaN,NaN,NaN
1963.5,NaN,NaN,0.56,NaN,NaN,NaN
1964,NaN,NaN,0.56,NaN,NaN,NaN
1964.5,NaN,NaN,0.60,NaN,NaN,NaN
1965,NaN,NaN,0.61,NaN,NaN,NaN
1965.5,NaN,NaN,0.60,NaN,NaN,NaN
1966,NaN,NaN,0.62,NaN,NaN,NaN
1966.5,NaN,NaN,0.61,NaN,NaN,NaN
1967,NaN,NaN,0.61,NaN,NaN,NaN
1967.5,NaN,NaN,0.61,NaN,NaN,NaN
1968,NaN,NaN,0.61,NaN,NaN,NaN
1968.5,NaN,NaN,0.60,NaN,NaN,NaN
1969,NaN,NaN,0.59,NaN,NaN,NaN
1969.5,NaN,NaN,0.59,NaN,NaN,NaN
1970,NaN,NaN,0.57,NaN,NaN,NaN
1970.5,NaN,NaN,0.53,NaN,NaN,NaN
1971,NaN,NaN,0.50,NaN,NaN,NaN
1971.5,NaN,NaN,0.49,NaN,NaN,NaN
1972,NaN,NaN,0.46,NaN,NaN,NaN
1972.5,NaN,NaN,0.43,NaN,NaN,NaN
1973,NaN,NaN,0.42,NaN,NaN,NaN
1973.5,NaN,NaN,0.39,NaN,NaN,NaN
1974,NaN,NaN,0.39,NaN,NaN,NaN
1974.5,NaN,NaN,0.38,NaN,NaN,NaN
1975,NaN,NaN,0.39,NaN,NaN,NaN
1975.5,NaN,NaN,0.41,NaN,NaN,NaN
1976,NaN,NaN,0.41,NaN,NaN,NaN
1976.5,NaN,NaN,0.41,NaN,NaN,NaN
1977,NaN,NaN,0.44,NaN,NaN,NaN
1977.5,NaN,NaN,0.46,NaN,NaN,NaN
1978,NaN,NaN,0.48,NaN,NaN,NaN
1978.5,NaN,NaN,0.52,NaN,NaN,NaN
1979,NaN,NaN,0.52,NaN,NaN,NaN
1979.5,NaN,NaN,0.56,NaN,NaN,NaN
1980,NaN,NaN,0.59,NaN,NaN,NaN
1980.5,NaN,NaN,0.60,NaN,NaN,NaN
1981,NaN,NaN,0.60,NaN,NaN,NaN
1981.5,NaN,NaN,0.63,NaN,NaN,NaN
1982,NaN,NaN,0.66,NaN,NaN,NaN
1982.5,NaN,NaN,0.68,NaN,NaN,NaN
1983,NaN,NaN,0.69,NaN,NaN,NaN
1983.5,NaN,NaN,0.69,NaN,NaN,NaN
1984,NaN,NaN,0.68,NaN,NaN,NaN
1984.5,NaN,NaN,0.68,NaN,NaN,NaN
1985,NaN,NaN,0.68,NaN,NaN,NaN
1985.5,NaN,NaN,0.67,NaN,NaN,NaN
1986,NaN,NaN,0.67,NaN,NaN,NaN
1986.5,NaN,NaN,0.66,NaN,NaN,NaN
1987,NaN,NaN,0.65,NaN,NaN,NaN
1987.5,NaN,NaN,0.64,NaN,NaN,NaN
1988,NaN,NaN,0.62,NaN,NaN,NaN
1988.5,NaN,NaN,0.63,NaN,NaN,NaN
1989,NaN,NaN,0.65,NaN,NaN,NaN
1989.5,NaN,NaN,0.67,NaN,NaN,NaN
1990,NaN,NaN,0.68,NaN,NaN,NaN
1990.5,NaN,NaN,0.71,NaN,NaN,NaN
1991,NaN,NaN,0.71,NaN,NaN,NaN
1991.5,NaN,NaN,0.74,NaN,NaN,NaN
1992,NaN,NaN,0.78,NaN,NaN,NaN
1992.5,NaN,NaN,0.78,NaN,NaN,NaN
1993,NaN,NaN,0.81,NaN,NaN,NaN
1993.5,NaN,NaN,0.83,NaN,NaN,NaN
1994,NaN,NaN,0.86,NaN,NaN,NaN
1994.5,NaN,NaN,0.88,NaN,NaN,NaN
1995,NaN,NaN,0.88,NaN,NaN,NaN
1995.5,NaN,NaN,0.86,NaN,NaN,NaN
1996,NaN,NaN,0.87,NaN,NaN,NaN
1996.5,NaN,NaN,0.87,NaN,NaN,NaN
1997,NaN,NaN,0.89,NaN,NaN,NaN
1997.5,NaN,NaN,0.89,NaN,NaN,NaN
1998,NaN,NaN,0.91,NaN,NaN,NaN
1998.5,NaN,NaN,0.92,NaN,NaN,NaN
1999,NaN,NaN,0.93,NaN,NaN,NaN
1999.5,NaN,NaN,0.91,NaN,NaN,NaN
2000,NaN,NaN,0.90,NaN,NaN,NaN
2000.5,NaN,NaN,0.87,NaN,NaN,NaN
2001,NaN,NaN,0.88,NaN,NaN,NaN
2001.5,NaN,NaN,0.86,NaN,NaN,NaN
2002,NaN,NaN,0.86,NaN,NaN,NaN
2002.5,NaN,NaN,0.87,NaN,NaN,NaN
2003,NaN,NaN,0.88,NaN,NaN,NaN
2003.5,NaN,NaN,0.89,NaN,NaN,NaN
2004,NaN,NaN,0.90,NaN,NaN,NaN
2004.5,NaN,NaN,0.85,NaN,NaN,NaN
2005,NaN,NaN,0.81,NaN,NaN,NaN
2005.5,NaN,NaN,0.78,NaN,NaN,NaN
2006,NaN,NaN,0.73,NaN,NaN,NaN
2006.5,NaN,NaN,0.69,NaN,NaN,NaN
2007,NaN,NaN,0.66,NaN,NaN,NaN
2007.5,NaN,NaN,0.64,NaN,NaN,NaN
2008,NaN,NaN,0.64,NaN,NaN,NaN
2008.5,NaN,NaN,0.66,NaN,NaN,NaN
2009,NaN,NaN,0.66,NaN,NaN,NaN
2009.5,NaN,NaN,0.67,NaN,NaN,NaN
2010,NaN,NaN,0.70,NaN,NaN,NaN
2010.5,NaN,NaN,0.71,NaN,NaN,NaN
2011,NaN,NaN,0.71,NaN,NaN,NaN
2011.5,NaN,NaN,0.71,NaN,NaN,NaN
2012,NaN,NaN,0.74,NaN,NaN,NaN
2012.5,NaN,NaN,0.76,NaN,NaN,NaN
2013,NaN,NaN,0.76,NaN,NaN,NaN
2013.5,NaN,NaN,0.78,NaN,NaN,NaN
2014,NaN,NaN,0.76,NaN,NaN,NaN
2014.5,NaN,NaN,0.76,NaN,NaN,NaN
2015,NaN,NaN,0.72,NaN,NaN,NaN
2015.5,NaN,NaN,0.71,NaN,NaN,NaN
2016,NaN,NaN,0.67,NaN,NaN,NaN
2016.5,NaN,NaN,0.62,NaN,NaN,NaN
2017,NaN,NaN,0.60,NaN,NaN,NaN
2017.5,NaN,NaN,0.57,NaN,NaN,NaN
2018,NaN,NaN,0.56,NaN,NaN,NaN
2018.5,NaN,NaN,0.53,NaN,NaN,NaN
2019,NaN,NaN,0.48,NaN,NaN,NaN
2019.5,NaN,NaN,0.43,NaN,NaN,NaN
2020,NaN,NaN,0.41,NaN,NaN,NaN
2020.5,NaN,NaN,0.39,NaN,NaN,NaN
2021,NaN,NaN,0.36,NaN,NaN,NaN
2021.5,NaN,NaN,0.34,NaN,NaN,NaN
2022,NaN,NaN,0.35,NaN,NaN,NaN
2022.5,NaN,NaN,0.37,NaN,NaN,NaN
2023,NaN,NaN,0.39,NaN,NaN,NaN
2023.5,NaN,NaN,0.42,NaN,NaN,NaN
2024,NaN,NaN,0.46,NaN,NaN,NaN
2024.5,NaN,NaN,0.47,NaN,NaN,NaN
2025,NaN,NaN,0.47,NaN,NaN,NaN
2025.5,NaN,NaN,0.47,NaN,NaN,NaN
2026,NaN,NaN,0.45,NaN,NaN,NaN
2026.5,NaN,NaN,0.43,NaN,NaN,NaN
2027,NaN,NaN,0.40,NaN,NaN,NaN
2027.5,NaN,NaN,0.37,NaN,NaN,NaN
2028,NaN,NaN,0.34,NaN,NaN,NaN
2028.5,NaN,NaN,0.30,NaN,NaN,NaN
2029,NaN,NaN,0.25,NaN,NaN,NaN
2029.5,NaN,NaN,0.20,NaN,NaN,NaN
2030,NaN,NaN,0.18,NaN,NaN,NaN
2030.5,NaN,NaN,0.15,NaN,NaN,NaN
2031,NaN,NaN,0.13,NaN,NaN,NaN
2031.5,NaN,NaN,0.10,NaN,NaN,NaN
2032,NaN,NaN,0.08,NaN,NaN,NaN
2032.5,NaN,NaN,0.07,NaN,NaN,NaN
2033,NaN,NaN,0.08,NaN,NaN,NaN
2033.5,NaN,NaN,0.07,NaN,NaN,NaN
2034,NaN,NaN,0.09,NaN,NaN,NaN
2034.5,NaN,NaN,0.12,NaN,NaN,NaN
2035,NaN,NaN,0.13,NaN,NaN,NaN
2035.5,NaN,NaN,0.17,NaN,NaN,NaN
2036,NaN,NaN,0.20,NaN,NaN,NaN
2036.5,NaN,NaN,0.21,NaN,NaN,NaN
2037,NaN,NaN,0.24,NaN,NaN,NaN
2037.5,NaN,NaN,0.27,NaN,NaN,NaN
2038,NaN,NaN,0.28,NaN,NaN,NaN
2038.5,NaN,NaN,0.28,NaN,NaN,NaN
2039,NaN,NaN,0.28,NaN,NaN,NaN
2039.5,NaN,NaN,0.28,NaN,NaN,NaN
2040,NaN,NaN,0.26,NaN,NaN,NaN
2040.5,NaN,NaN,0.28,NaN,NaN,NaN
2041,NaN,NaN,0.29,NaN,NaN,NaN
2041.5,NaN,NaN,0.29,NaN,NaN,NaN
2042,NaN,NaN,0.26,NaN,NaN,NaN
2042.5,NaN,NaN,0.26,NaN,NaN,NaN
2043,NaN,NaN,0.28,NaN,NaN,NaN
2043.5,NaN,NaN,0.31,NaN,NaN,NaN
2044,NaN,NaN,0.32,NaN,NaN,NaN
2044.5,NaN,NaN,0.32,NaN,NaN,NaN
2045,NaN,NaN,0.32,NaN,NaN,NaN
2045.5,NaN,NaN,0.35,NaN,NaN,NaN
2046,NaN,NaN,0.36,NaN,NaN,NaN
2046.5,NaN,NaN,0.39,NaN,NaN,NaN
2047,NaN,NaN,0.41,NaN,NaN,NaN
2047.5,NaN,NaN,0.40,NaN,NaN,NaN
2048,NaN,NaN,0.42,NaN,NaN,NaN
2048.5,NaN,NaN,0.43,NaN,NaN,NaN
2049,NaN,NaN,0.43,NaN,NaN,NaN
2049.5,NaN,NaN,0.43,NaN,NaN,NaN
2050,NaN,NaN,0.41,NaN,NaN,NaN
2050.5,NaN,NaN,0.36,NaN,NaN,NaN
2051,NaN,NaN,0.35,NaN,NaN,NaN
2051.5,NaN,NaN,0.38,NaN,NaN,NaN
2052,NaN,NaN,0.38,NaN,NaN,NaN
2052.5,NaN,NaN,0.35,NaN,NaN,NaN
2053,NaN,NaN,0.35,NaN,NaN,NaN
2053.5,NaN,NaN,0.33,NaN,NaN,NaN
2054,NaN,NaN,0.29,NaN,NaN,NaN
2054.5,NaN,NaN,0.29,NaN,NaN,NaN
